Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,3,223,0.066666667,0.133333333,0,0,Mar,1,1,8,3,Returning_Visitor,FALSE,FALSE
0,0,2,14,11,687.5,0.020512821,0.035897436,0,0,Mar,3,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,30,632.5833333,0,0.021666667,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
1,77,0,0,9,312,0,0.044444444,0,0,Mar,1,1,3,3,New_Visitor,TRUE,FALSE
3,107,0,0,45,2502.966667,0,0.008510638,9.702113281,0,Mar,2,4,1,2,New_Visitor,TRUE,FALSE
10,614.1666667,0,0,47,3608.9,0,0.019871795,7.256219133,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
13,315.9666667,1,0,15,406.575,0.019047619,0.032380952,0,0,Mar,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,3,3,Returning_Visitor,FALSE,FALSE
1,0,0,0,39,2487.5,0.017105263,0.047105263,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,212.8,0.019047619,0.042857143,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
2,11,0,0,20,510,0.013636364,0.034848485,0,0,Mar,4,1,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
2,47.66666667,0,0,5,72.33333333,0,0.014285714,0,0,Mar,1,1,8,2,New_Visitor,FALSE,FALSE
0,0,0,0,13,96.5,0.030769231,0.076923077,0,0,Mar,2,6,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,267,0,0.05,0,0,Mar,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,481.1666667,0,0.025,0,0,Mar,2,2,7,7,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,2528,0,0.066666667,0,0,Mar,2,2,9,1,Returning_Visitor,TRUE,FALSE
2,30,1,148.5,24,1530.194444,0.007407407,0.014814815,10.10222222,0,Mar,1,1,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,289.5,0,0.014285714,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,10,0,0.1,0,0,Mar,3,2,3,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,676.75,0.014285714,0.035714286,0,0,Mar,4,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,36,0.05,0.1,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
2,25,0,0,6,65,0,0.025,0,0,Mar,2,2,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,16,630.75,0,0.04047619,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE
8,359,2,954,14,336.5,0,0.005555556,0,0,Mar,3,2,7,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,77,0,0.04,0,0,Mar,2,4,1,3,Returning_Visitor,TRUE,FALSE
5,59,0,0,3,44.66666667,0,0.025,0,0,Mar,2,4,6,2,Returning_Visitor,TRUE,FALSE
4,1347.75,0,0,22,3410.875,0.019871795,0.09,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,322.5,0.04,0.07,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,919,0,0.027272727,0,0,Mar,2,6,2,3,Returning_Visitor,FALSE,FALSE
18,280.95,6,762.5,79,2096.911364,0.003333333,0.014008551,25.96702005,0,Mar,2,4,2,2,Returning_Visitor,FALSE,FALSE
4,100.3,0,0,66,2868.133333,0.011428571,0.01725974,9.162351243,0,Mar,3,2,1,1,Returning_Visitor,FALSE,TRUE
1,23,0,0,27,1058.893939,0,0.010493827,1.865777778,0,Mar,2,2,3,13,Returning_Visitor,FALSE,FALSE
6,53.38095238,0,0,5,54.38095238,0,0.003571429,0,0,Mar,2,2,6,2,New_Visitor,TRUE,FALSE
2,8,0,0,11,543.5,0.007692308,0.038461538,0,0,Mar,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,29,1089,0.006896552,0.013793103,0,0,Mar,1,6,1,1,Returning_Visitor,FALSE,FALSE
1,0,1,60,43,1131.808333,0.028787879,0.047348485,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,314.5,0.033333333,0.066666667,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
14,416.3928571,6,449.3333333,258,11301.20416,0,0.00742538,33.6117917,0,Mar,2,4,9,2,Returning_Visitor,FALSE,TRUE
6,573.5,1,0,33,1946.942857,0.005882353,0.020602653,0,0,Mar,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
6,465.8333333,2,71,26,1558,0.006666667,0.013333333,7.169617487,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,1,212.5,21,1198.75,0,0.003174603,0,0,Mar,2,4,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,927.1666667,0,0.014705882,0,0,Mar,1,1,2,3,Returning_Visitor,FALSE,FALSE
9,97.64285714,0,0,37,584.5958874,0.005128205,0.013043478,0,0,Mar,2,4,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,135.5,0,0.066666667,0,0,Mar,2,2,3,14,Returning_Visitor,FALSE,FALSE
3,148,0,0,8,292.5,0,0.027272727,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,68.5,0,0.033333333,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE
3,58,0,0,23,364.1666667,0.004,0.02,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,694.3,0.023076923,0.036410256,0,0,Mar,3,2,2,3,Returning_Visitor,TRUE,FALSE
1,3,0,0,3,236,0,0.025,0,0,Mar,3,2,1,3,Returning_Visitor,TRUE,FALSE
4,97.61111111,0,0,24,1128.468254,0.038461538,0.058577534,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
4,57,0,0,5,81,0,0.025,0,0,Mar,1,1,8,10,Returning_Visitor,FALSE,FALSE
2,34,0,0,21,521.5,0.018181818,0.021212121,0,0,Mar,3,2,5,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,496.75,0,0.011111111,0,0,Mar,3,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,104.8333333,0.022222222,0.072222222,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
1,7,0,0,4,45,0,0.0125,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
2,37.5,0,0,2,492.5,0,0.05,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,3,0,0,40,624.75,0,0.014634146,0,0,Mar,3,7,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,116.5,0,0.066666667,0,0,Mar,2,2,2,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,144,0.025,0.045833333,0,0,Mar,3,2,7,3,Returning_Visitor,TRUE,FALSE
2,22.5,0,0,28,686.3222222,0,0.001190476,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,1,1411,1,1411,0,0.1,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,126,0.028571429,0.057142857,0,0,Mar,2,5,2,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,185,0,0.1,0,0,Mar,1,1,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,218,0,0.066666667,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,484.672619,0,0.018965517,0,0,Mar,2,6,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,439.8333333,0.005555556,0.003703704,0,0,Mar,1,1,7,2,New_Visitor,FALSE,FALSE
2,38,0,0,21,733.7,0,0.014035088,0,0,Mar,2,7,1,3,Returning_Visitor,TRUE,FALSE
6,77,3,447,34,1469.702381,0,0.02398374,22.80152439,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,58.5,2,125,16,485.8333333,0,0.002222222,0,0,Mar,2,2,7,2,New_Visitor,TRUE,FALSE
0,0,0,0,3,19,0,0.066666667,0,0,Mar,2,4,1,1,Returning_Visitor,TRUE,FALSE
6,99.33333333,1,28.5,5,345.5,0,0.011111111,0,0,Mar,2,2,3,8,New_Visitor,FALSE,FALSE
3,117,0,0,20,543.8,0.00952381,0.019047619,0,0,Mar,1,1,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,3,48,0,0.066666667,0,0,Mar,4,1,1,1,Returning_Visitor,FALSE,FALSE
2,16.66666667,0,0,22,343.3690476,0.001298701,0.039924242,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,171,0.022222222,0.066666667,0,0,Mar,2,10,4,3,Returning_Visitor,FALSE,FALSE
12,81.5,0,0,61,2202.579167,0.005797101,0.017153855,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,299.5,0.036363636,0.072727273,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,1,90,11,1056.5,0.018181818,0.054545455,0,0,Mar,4,2,1,2,Returning_Visitor,FALSE,FALSE
4,34,0,0,46,627.3083333,0,0.004166667,0,0,Mar,2,2,7,8,New_Visitor,FALSE,FALSE
4,38.5,0,0,33,583.8333333,0.002631579,0.007894737,0,0,Mar,2,2,4,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,221.5,0,0.028571429,0,0,Mar,4,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,44,441.7916667,0.004545455,0.018181818,0,0,Mar,4,2,1,3,Returning_Visitor,FALSE,FALSE
7,156.25,0,0,37,1037.355013,0,0.0165,0,0,Mar,3,2,8,2,Returning_Visitor,FALSE,FALSE
3,15,0,0,11,246,0.018181818,0.054545455,0,0,Mar,2,2,1,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,10,0,0.066666667,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,2,18,1,46,0,0.066666667,0,0,Mar,2,2,7,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,80,801.802381,0,0.0035,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
1,19,0,0,40,1361.166667,0.005,0.0225,0,0,Mar,4,1,2,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,53,0.04,0.08,0,0,Mar,2,5,2,2,Returning_Visitor,TRUE,FALSE
1,7,0,0,17,2648.5,0.0125,0.03125,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,27,0.066666667,0.133333333,0,0,Mar,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,255,0,0.015384615,0,0,Mar,2,4,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,221.5,0,0.05,0,0,Mar,3,2,3,10,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,225,0.028571429,0.085714286,0,0,Mar,4,1,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,125,0,0.028571429,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,323,0.033333333,0.066666667,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
5,67.5,3,245,32,1929.329762,0,0.00430839,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE,FALSE
12,311.4090909,0,0,96,4233.4807,0.006635802,0.027174712,3.541145833,0,Mar,2,4,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,116,0,0.04,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,3,2,6,1,Returning_Visitor,TRUE,FALSE
3,14,0,0,27,1585.666667,0.026666667,0.058333333,0,0,Mar,2,2,6,1,Returning_Visitor,TRUE,FALSE
6,145,0,0,13,644,0,0.013333333,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,5,488.5,0.032727273,0.033846154,0,0,Mar,2,7,7,6,Returning_Visitor,FALSE,FALSE
0,0,1,15,25,1235.65,0.041666667,0.05327381,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
1,43,0,0,37,1505.166667,0,0.005263158,0,0,Mar,2,2,4,8,New_Visitor,FALSE,FALSE
0,0,0,0,7,495,0,0.00952381,0,0,Mar,4,1,3,2,Returning_Visitor,FALSE,FALSE
4,84,0,0,21,270,0,0.002380952,0,0,Mar,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE
4,120,0,0,13,293,0,0.014285714,0,0,Mar,1,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,1,0,51,2122.656061,0,0.007051282,9.294775641,0,Mar,2,2,1,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,35,1231.160256,0.005714286,0.023619048,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,341.6666667,0.011764706,0.041176471,0,0,Mar,2,6,9,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,1686.333333,0,0.030952381,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE,FALSE
5,263,0,0,3,212,0,0.028571429,0,0,Mar,1,1,9,8,New_Visitor,FALSE,FALSE
1,0,0,0,34,2161.979365,0.00625,0.020233586,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
9,72.94444444,2,125.0952381,17,318.0730159,0.008695652,0.035397453,0,0,Mar,3,2,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,13,0,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,390.6666667,0.006666667,0.056666667,0,0,Mar,2,6,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,253,0,0.027272727,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
1,18.5,0,0,12,208,0.045454545,0.081818182,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
6,87.33333333,0,0,62,1470.853037,0,0.009683372,0,0,Mar,2,4,6,3,Returning_Visitor,TRUE,FALSE
6,99.60588235,0,0,83,2585.61835,0,0.00761877,6.871308983,0,Mar,2,2,2,2,Returning_Visitor,FALSE,TRUE
3,63,0,0,13,400.3333333,0.030769231,0.046153846,0,0,Mar,4,1,3,1,Returning_Visitor,FALSE,FALSE
3,68,1,103,10,808.5,0,0.015384615,35.99261538,0,Mar,2,2,3,7,Returning_Visitor,TRUE,TRUE
0,0,0,0,12,1484,0,0.016666667,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,505,0,0.05,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
3,68.5,0,0,37,1121.205556,0.005405405,0.00113798,0,0,Mar,1,1,1,2,Returning_Visitor,TRUE,FALSE
1,135,0,0,2,141,0,0.066666667,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,234,0,0.033333333,0,0,Mar,1,2,1,2,Returning_Visitor,TRUE,FALSE
1,34,0,0,7,179,0,0.028571429,53.13428571,0,Mar,2,4,2,8,New_Visitor,FALSE,TRUE
6,176.25,12,404,41,2720.671429,0.012962963,0.033262108,8.833825926,0,Mar,2,2,2,2,Returning_Visitor,TRUE,TRUE
16,315.1449864,6,147.8666667,173,6255.017866,0.002531328,0.010737154,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE,FALSE
6,523.2142857,2,263,48,2309.732468,0.003846154,0.014903846,10.60089168,0,Mar,2,2,3,1,Returning_Visitor,FALSE,TRUE
4,76,0,0,39,1936.55,0.004761905,0.023809524,5.51397619,0,Mar,4,1,3,2,Returning_Visitor,FALSE,FALSE
3,118.6666667,0,0,17,694,0.003703704,0.008333333,27.45138186,0,Mar,3,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,11,125,0.018181818,0.081818182,0,0,Mar,2,2,1,13,Returning_Visitor,FALSE,FALSE
8,174.5,0,0,10,195.5,0,0.006060606,0,0,Mar,1,1,3,2,Returning_Visitor,FALSE,FALSE
1,40,0,0,27,1400.5,0,0.007142857,0,0,Mar,1,1,4,2,Returning_Visitor,FALSE,FALSE
8,201.1666667,3,41,18,914.1666667,0,0.0125,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
13,374.875,1,53,88,5958.071931,0.002105263,0.00954386,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
4,56,0,0,31,270.4916667,0,0.00234375,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
3,92.83333333,0,0,24,463.8166667,0.002666667,0.015333333,17.84230699,0,Mar,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,16,371.5,0.0125,0.025,0,0,Mar,2,5,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,13,0.133333333,0.166666667,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
1,4,3,148.5,5,185.8333333,0,0.01875,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
2,102,0,0,16,502.8333333,0,0.004444444,0,0,Mar,3,2,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,1016.5,0.066666667,0.066666667,0,0,Mar,3,2,5,1,Returning_Visitor,FALSE,FALSE
1,11,0,0,16,253,0,0.023529412,0,0,Mar,2,2,1,3,New_Visitor,FALSE,FALSE
0,0,1,126,17,887.0666667,0.0125,0.0296875,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,58,3200.366667,0.003448276,0.027586207,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
3,187,2,41,48,1769.697383,0.000606061,0.011616162,16.71534488,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,1037.5,0.014285714,0.047619048,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
4,185,0,0,40,1694.75,0.020512821,0.031196581,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,1643.435516,0.005555556,0.032271242,2.188718519,0,Mar,2,4,3,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,7,383.5,0,0.023809524,0,0,Mar,3,2,6,3,Returning_Visitor,FALSE,FALSE
8,166.2,5,371,23,626.2213675,0.004444444,0.008888889,0,0,Mar,1,1,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,34,0.1,0.125,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,1070.461905,0,0.007407407,57.7293604,0,Mar,2,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE,FALSE
2,84,0,0,3,195,0,0.02,0,0,Mar,2,2,5,2,Returning_Visitor,FALSE,FALSE
3,86,0,0,22,1187.833333,0.009090909,0.027272727,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE
17,754.1095238,2,77,31,1021.619336,0.004545455,0.026479076,2.08053355,0,Mar,1,1,3,2,Returning_Visitor,FALSE,TRUE
3,24,0,0,6,58,0,0.028571429,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,771.0833333,0.055555556,0.071428571,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
8,17.34848485,0,0,19,291.2589744,0,0.043589744,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,695.4,0.014285714,0.028571429,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
2,15,0,0,3,21,0,0.05,0,0,Mar,3,2,4,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,45,1594.283333,0,0.015227273,45.4316713,0,Mar,2,2,1,2,Returning_Visitor,TRUE,TRUE
3,36,1,395,12,343.5833333,0,0.014285714,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
2,34,0,0,81,2241.002381,0.002439024,0.007012195,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,5,0,0.1,0,0,Mar,2,2,1,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,63,0,0.05,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
2,47,0,0,21,825.0833333,0,0.009090909,10.7929507,0,Mar,2,2,2,2,New_Visitor,FALSE,TRUE
0,0,0,0,54,1357.61783,0,0.004812274,0,0,Mar,2,2,2,2,Returning_Visitor,TRUE,FALSE
5,44.5,1,4,37,836.3333333,0.005,0.045416667,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
6,125.5,0,0,19,1409.416667,0.002469136,0.023703704,0,0,Mar,1,8,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,60.5,0.02,0.04,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,42,2,54,10,420,0,0.008333333,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,5,9,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,389,0,0.011111111,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE,FALSE
2,95,0,0,15,449.5,0.0125,0.04375,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
4,56.5,0,0,8,202.1666667,0,0.01,0,0,Mar,3,2,1,8,New_Visitor,TRUE,FALSE
0,0,0,0,2,17,0,0.1,0,0,Mar,1,1,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,689.2857143,0,0.058333333,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE
5,134.9285714,2,41,31,2013.595238,0,0.014141414,8.482727273,0,Mar,2,2,8,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,17,933.4166667,0.031932773,0.043075335,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
2,64,0,0,19,371.2272727,0.001666667,0.029166667,0,0,Mar,2,4,9,10,Returning_Visitor,FALSE,FALSE
3,68,0,0,8,306,0,0.008888889,0,0,Mar,1,1,9,3,New_Visitor,TRUE,FALSE
2,20.5,0,0,21,719.7380952,0.004347826,0.010434783,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,4,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,56,0,0.1,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
3,11.33333333,0,0,20,302.3888889,0,0.002380952,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,491.6666667,0.011111111,0.012222222,0,0,Mar,1,1,1,6,Returning_Visitor,TRUE,FALSE
5,504,0,0,13,922.0833333,0.023529412,0.023529412,0,0,Mar,3,2,8,2,Returning_Visitor,FALSE,FALSE
2,25,0,0,20,667.9166667,0,0.00952381,18.5847619,0,Mar,4,1,1,3,Returning_Visitor,FALSE,FALSE
2,20,0,0,13,181.5,0,0.013333333,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,19.66666667,0,0,14,512.1111111,0.028571429,0.03,0,0,Mar,3,2,3,9,Returning_Visitor,TRUE,FALSE
1,13,0,0,15,317,0,0.006666667,0,0,Mar,2,2,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,17,85.66666667,0.023529412,0.080392157,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,128.5,0,0.025,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
6,76.33333333,0,0,7,78.83333333,0.004444444,0.010666667,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE,FALSE
2,45.44444444,1,40.66666667,57,851.6426534,0,0.007923497,3.077836066,0,Mar,2,4,3,1,Returning_Visitor,TRUE,TRUE
3,31,0,0,58,1400.438961,0,0.005951036,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,84,0,0.033333333,0,0,Mar,1,1,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,167.2222222,0,0.001666667,0,0,Mar,3,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,12,396.5,0,0.037222222,0,0,Mar,2,4,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,22,0,0.05,0,0,Mar,1,1,3,15,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,371,0,0.02,0,0,Mar,2,2,4,10,Returning_Visitor,FALSE,FALSE
0,0,4,399.3333333,46,1814.583333,0.003673469,0.02675737,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,30.5,0,0.05,0,0,Mar,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,644,0.007692308,0.051923077,0,0,Mar,3,2,2,3,Returning_Visitor,FALSE,FALSE
8,125.1666667,0,0,27,1802.25,0.006060606,0.011774152,0,0,Mar,3,2,1,8,Returning_Visitor,TRUE,FALSE
2,13,0,0,23,855.1666667,0.008,0.025333333,0,0,Mar,2,5,1,3,Returning_Visitor,FALSE,FALSE
1,72.66666667,4,345,24,879.9090909,0,0.035897436,6.482798269,0,Mar,2,4,4,1,Returning_Visitor,FALSE,TRUE
5,100.9166667,0,0,56,1432.223333,0,0.002185792,69.43043195,0,Mar,2,2,3,3,Returning_Visitor,TRUE,TRUE
7,60,3,23,111,2524.501905,0.001694915,0.018834175,6.445051499,0,Mar,3,2,1,2,Returning_Visitor,TRUE,FALSE
3,49.5,1,29.5,45,1545.5,0,0.004,20.97144,0,Mar,2,4,3,8,Returning_Visitor,TRUE,TRUE
8,466.5,2,75.25,44,1616.425824,0.006944444,0.010974434,0,0,Mar,3,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,332,0,0.028571429,0,0,Mar,3,2,1,8,New_Visitor,TRUE,FALSE
0,0,0,0,1,40,0,0.1,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE
5,175.2307692,0,0,20,2224.85,0.004347826,0.023913043,0,0,Mar,4,2,8,1,Returning_Visitor,FALSE,FALSE
6,96.85714286,0,0,28,672.5452381,0,0.020707071,19.71468924,0,Mar,1,1,2,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,551,0.033333333,0.05,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
