Session_ID,Purchase_Probability,Revenue,PageValues,Month,VisitorType,TrafficType,Region
11292,84.35%,False,14.57483754,Nov,Returning_Visitor,3,1
6995,84.35%,True,87.30695843,Aug,Returning_Visitor,2,2
6334,84.34%,True,94.10360412,Oct,Returning_Visitor,4,2
10042,84.34%,True,30.60955642,Nov,Returning_Visitor,2,1
2197,84.33%,True,34.99166667,May,Returning_Visitor,4,5
6599,84.32%,True,10.79250883,Jul,Returning_Visitor,1,1
12152,84.30%,True,36.39286104,Dec,New_Visitor,2,1
7532,84.30%,True,1.453922921,Oct,Returning_Visitor,2,1
6723,84.29%,True,24.83718656,June,Returning_Visitor,13,4
5599,84.28%,True,8.150811238,June,Returning_Visitor,2,4
5790,84.23%,True,9.253161679,Sep,New_Visitor,5,6
8494,84.23%,True,6.664927724,Nov,Returning_Visitor,2,1
8943,84.20%,True,16.74209908,Nov,Returning_Visitor,2,3
5046,84.16%,True,36.89921429,May,Returning_Visitor,4,1
7057,84.16%,True,31.72080812,Nov,New_Visitor,5,5
11888,84.11%,False,27.61403036,Nov,Returning_Visitor,2,1
5759,84.10%,True,11.78466261,Jul,Returning_Visitor,5,1
12043,84.07%,True,11.30850046,Nov,Returning_Visitor,3,1
1095,84.00%,True,40.7932,Mar,Returning_Visitor,2,7
12195,83.95%,False,3.685400817,Dec,Returning_Visitor,2,1
6796,83.94%,True,15.45198077,Sep,Returning_Visitor,1,1
7893,83.93%,True,26.18852293,Jul,Returning_Visitor,1,1
3860,83.91%,True,42.95612903,May,Returning_Visitor,1,1
8930,83.91%,True,51.36077038,Nov,Returning_Visitor,2,3
11431,83.91%,False,16.43784656,Nov,New_Visitor,8,1
6636,83.91%,True,18.87145759,Aug,Returning_Visitor,1,3
6096,83.88%,True,6.189215434,Aug,Returning_Visitor,1,4
11580,83.87%,True,21.39566828,Nov,Returning_Visitor,2,1
9842,83.87%,True,9.641067457,Nov,Returning_Visitor,2,3
6345,83.78%,False,166.3735531,June,New_Visitor,5,1
421,83.76%,True,18.36804916,Mar,Returning_Visitor,2,1
3322,83.74%,True,11.19189333,May,Returning_Visitor,3,6
6603,83.72%,False,37.5474164,Nov,Returning_Visitor,2,1
8031,83.72%,False,42.28127491,Nov,Returning_Visitor,13,1
10037,83.70%,False,0.548811351,Nov,Returning_Visitor,11,1
12056,83.70%,True,19.56746389,Nov,Returning_Visitor,13,2
2552,83.69%,True,54.33103704,May,Returning_Visitor,4,2
9633,83.67%,True,167.2308336,Nov,Returning_Visitor,10,4
5975,83.65%,False,12.5740183,Nov,Returning_Visitor,2,1
6953,83.64%,True,11.21330466,Oct,New_Visitor,2,7
7732,83.62%,True,9.284545518,Nov,Returning_Visitor,2,1
1477,83.61%,True,18.95323404,Mar,New_Visitor,8,3
10218,83.61%,True,2.54795624,Nov,Returning_Visitor,2,3
10292,83.54%,True,8.21617792,Nov,Returning_Visitor,2,3
8782,83.54%,True,19.73335395,Nov,Returning_Visitor,2,2
10758,83.53%,True,7.963976424,Nov,Returning_Visitor,2,2
8730,83.51%,True,8.505586651,Nov,Returning_Visitor,2,7
6860,83.50%,True,48.7880688,Jul,Returning_Visitor,3,3
5129,83.49%,True,21.318,May,Returning_Visitor,2,4
11999,83.49%,True,4.48567854,Nov,Returning_Visitor,2,1
4859,83.43%,True,32.98533333,May,Returning_Visitor,4,1
11902,83.41%,True,22.02071582,Nov,Returning_Visitor,2,2
10419,83.41%,True,68.84905671,Dec,Returning_Visitor,1,9
9324,83.41%,True,13.63692586,Nov,Returning_Visitor,3,1
8190,83.38%,True,3.512852934,Nov,Returning_Visitor,2,1
7554,83.37%,True,9.063088034,Aug,Returning_Visitor,1,2
9065,83.35%,True,16.35594008,Nov,Returning_Visitor,3,3
12112,83.30%,True,6.479206264,Nov,Returning_Visitor,2,1
3187,83.29%,True,34.26077778,May,Returning_Visitor,2,8
11235,83.26%,True,26.41113767,Nov,Returning_Visitor,2,2
10152,83.25%,True,1.560184165,Nov,Returning_Visitor,10,3
9656,83.25%,True,24.7526533,Nov,Returning_Visitor,2,4
7141,83.21%,False,9.098216282,Nov,Returning_Visitor,2,3
3101,83.21%,True,41.86896,May,Returning_Visitor,4,1
6808,83.17%,True,35.89140755,Aug,New_Visitor,2,3
5518,83.16%,True,10.89761784,Oct,Returning_Visitor,2,3
9266,83.14%,True,1.53931845,Nov,Returning_Visitor,2,1
6151,83.14%,False,28.32886648,Jul,Returning_Visitor,2,7
9468,83.14%,True,32.56725746,Nov,Returning_Visitor,2,2
11140,83.13%,True,3.960306296,Nov,Returning_Visitor,3,1
9114,83.10%,True,37.59646822,Nov,Returning_Visitor,2,6
484,83.09%,False,10.10222222,Mar,Returning_Visitor,10,1
7275,83.06%,True,45.12532172,Nov,Returning_Visitor,2,3
7939,83.06%,True,75.27712913,Nov,Returning_Visitor,2,1
10889,83.05%,True,12.07905093,Nov,Returning_Visitor,3,2
9715,83.03%,False,29.76290794,Nov,Returning_Visitor,2,1
8604,83.02%,True,1.818480813,Nov,Returning_Visitor,10,1
1858,82.99%,True,39.65538156,Mar,Returning_Visitor,1,1
11844,82.96%,True,1.451867861,Nov,Returning_Visitor,2,1
767,82.96%,True,9.15008,Mar,Returning_Visitor,2,1
1605,82.95%,True,33.14514286,Mar,Returning_Visitor,2,1
8560,82.92%,True,108.9089884,Nov,Returning_Visitor,2,1
12104,82.91%,True,8.482951523,Dec,Returning_Visitor,6,3
2618,82.88%,True,4.7095,May,Returning_Visitor,2,9
8103,82.86%,False,6.099899016,Nov,Returning_Visitor,2,1
11704,82.86%,True,3.012181822,Nov,Returning_Visitor,13,4
10198,82.83%,True,105.260972,Dec,Returning_Visitor,10,3
11336,82.81%,True,7.907379545,Nov,New_Visitor,2,3
965,82.80%,True,28.39335492,Mar,Returning_Visitor,1,3
4932,82.76%,True,28.16275,May,New_Visitor,3,1
9937,82.76%,True,11.73221807,Nov,Returning_Visitor,2,3
11681,82.75%,True,21.03233592,Nov,Returning_Visitor,3,3
3983,82.71%,True,22.74458333,May,Returning_Visitor,13,6
11387,82.69%,False,46.62801597,Dec,Returning_Visitor,6,6
7698,82.68%,True,19.24405095,Sep,Returning_Visitor,1,1
10607,82.67%,True,40.01028435,Nov,Returning_Visitor,1,4
9990,82.62%,False,2.442153455,Nov,Returning_Visitor,2,1
5255,82.56%,False,22.319125,May,Returning_Visitor,4,4
10267,82.56%,False,1.257438906,Nov,Returning_Visitor,2,1
9536,82.55%,True,28.11635484,Nov,Returning_Visitor,13,1
10188,82.55%,True,43.71856886,Nov,Returning_Visitor,2,1
12064,82.54%,False,5.145928873,Nov,Returning_Visitor,13,1
8187,82.53%,True,14.67198629,Nov,Returning_Visitor,2,1
7222,82.50%,False,13.52088614,Nov,Returning_Visitor,2,5
8744,82.47%,True,20.5924708,Nov,Returning_Visitor,2,1
7600,82.38%,False,4.90908873,Jul,Returning_Visitor,2,3
11840,82.37%,True,5.932009013,Nov,Returning_Visitor,2,2
2193,82.36%,True,18.46989474,May,Returning_Visitor,4,1
9098,82.32%,True,23.82324931,Nov,Returning_Visitor,1,1
10159,82.29%,False,31.38886179,Dec,Other,2,1
8209,82.29%,True,21.6018009,Nov,Returning_Visitor,1,1
10677,82.29%,True,10.0986778,Nov,Returning_Visitor,2,3
5357,82.26%,True,19.448,May,Returning_Visitor,1,5
12022,82.24%,True,0.818306551,Nov,Returning_Visitor,2,3
7735,82.23%,False,24.16451021,Aug,Returning_Visitor,2,1
5314,82.21%,True,19.11506897,May,Returning_Visitor,4,7
5064,82.21%,True,3.111047059,May,Returning_Visitor,4,1
11787,82.19%,True,20.04842101,Nov,Returning_Visitor,2,3
5873,82.18%,True,13.73292849,Jul,Returning_Visitor,1,3
7342,82.18%,True,12.58722248,Sep,Returning_Visitor,4,7
8772,82.16%,False,57.48364657,Nov,Returning_Visitor,1,1
6529,82.15%,True,87.25396293,Nov,New_Visitor,2,3
6739,82.13%,True,7.36509031,Aug,Returning_Visitor,2,4
7701,82.13%,True,28.40448178,Sep,Returning_Visitor,2,2
7112,82.13%,True,48.73081038,Oct,Returning_Visitor,6,3
1140,82.12%,True,13.28355556,Mar,Returning_Visitor,2,4
9950,82.10%,True,27.77725875,Dec,Returning_Visitor,1,4
10330,82.10%,False,16.98117776,Nov,Returning_Visitor,10,2
6972,82.09%,False,69.91439226,Nov,Returning_Visitor,2,5
8743,82.03%,True,1.79107248,Nov,Returning_Visitor,2,3
8472,82.02%,True,73.35866939,Nov,Returning_Visitor,2,1
9072,82.02%,True,6.017563943,Nov,Returning_Visitor,3,1
5671,82.02%,True,3.998184141,Nov,Returning_Visitor,3,7
10194,81.93%,True,1.114150182,Nov,Returning_Visitor,2,3
1693,81.93%,True,14.10053333,Mar,Returning_Visitor,2,8
9128,81.92%,True,14.67222588,Dec,Returning_Visitor,2,8
1396,81.91%,True,10.23187302,Mar,Returning_Visitor,6,3
9455,81.88%,True,2.209003373,Nov,Returning_Visitor,2,1
7021,81.84%,True,13.49047237,Nov,Returning_Visitor,2,8
6676,81.83%,True,31.44363136,Oct,Returning_Visitor,2,6
8829,81.80%,True,60.07483189,Nov,Returning_Visitor,2,1
2073,81.79%,True,10.94723077,May,Returning_Visitor,3,1
8202,81.78%,True,73.98253901,Dec,Returning_Visitor,1,1
9934,81.78%,True,5.28608849,Nov,Returning_Visitor,2,3
9243,81.71%,False,6.733744751,Nov,Returning_Visitor,2,1
8161,81.71%,False,3.322866215,Nov,Returning_Visitor,7,5
5797,81.71%,True,31.90320066,Aug,Returning_Visitor,3,2
11367,81.71%,False,8.833510027,Nov,Returning_Visitor,2,3
11332,81.71%,True,34.79013586,Dec,New_Visitor,2,3
7963,81.66%,True,17.77043431,Nov,Returning_Visitor,2,1
1794,81.66%,False,2.3976,Mar,Returning_Visitor,1,7
11743,81.65%,True,30.83748589,Dec,Returning_Visitor,1,3
3370,81.64%,True,14.9925,May,Returning_Visitor,3,3
665,81.60%,False,18.5847619,Mar,Returning_Visitor,3,1
5136,81.59%,True,29.90282143,May,New_Visitor,2,9
10562,81.54%,True,17.85338057,Dec,Returning_Visitor,1,1
11402,81.53%,False,6.420746096,Nov,Returning_Visitor,2,2
10016,81.53%,False,14.62413644,Nov,Returning_Visitor,2,2
11321,81.51%,True,29.38287135,Dec,Returning_Visitor,2,1
7446,81.50%,True,17.27062073,Nov,Returning_Visitor,2,5
6999,81.48%,True,8.285119366,Oct,Returning_Visitor,1,8
3989,81.47%,True,25.38925926,May,Returning_Visitor,2,1
10025,81.47%,True,13.24667166,Nov,Returning_Visitor,10,4
11565,81.44%,True,75.50833257,Dec,Returning_Visitor,2,7
5399,81.43%,True,32.70034468,Jul,Returning_Visitor,1,6
841,81.41%,True,11.1076505,Mar,Returning_Visitor,2,1
11437,81.38%,False,0.789591795,Nov,Returning_Visitor,2,2
1072,81.38%,False,21.92521348,Mar,Returning_Visitor,1,6
9075,81.37%,False,3.0265717,Nov,Returning_Visitor,6,3
11450,81.37%,False,3.014025584,Nov,Returning_Visitor,2,1
2139,81.36%,True,59.988,May,Returning_Visitor,2,1
11862,81.32%,False,4.452664494,Nov,Returning_Visitor,2,3
5165,81.27%,False,62.866,May,Returning_Visitor,13,4
4553,81.25%,True,54.98,May,Returning_Visitor,3,3
1875,81.24%,True,10.3572,Mar,Returning_Visitor,2,1
8005,81.23%,True,46.6785275,Nov,Returning_Visitor,2,3
4154,81.23%,False,19.34826667,May,Returning_Visitor,1,6
7088,81.21%,True,4.428052445,Nov,Returning_Visitor,3,6
10366,81.20%,True,34.60160214,Nov,Returning_Visitor,2,6
9369,81.18%,False,44.33548922,Nov,Returning_Visitor,2,7
5535,81.17%,True,27.287869,Oct,Returning_Visitor,1,4
7408,81.15%,True,33.05509961,Nov,Returning_Visitor,2,7
6503,81.13%,True,4.760328465,Jul,Returning_Visitor,1,4
5488,81.13%,False,39.96971545,Aug,Returning_Visitor,4,1
10918,81.13%,False,7.059929851,Nov,Returning_Visitor,2,6
11793,81.12%,True,3.05990612,Nov,Returning_Visitor,2,9
10040,81.12%,True,22.42576795,Nov,Returning_Visitor,2,1
8901,81.12%,True,4.113391331,Nov,Returning_Visitor,13,1
12128,81.10%,True,31.81967723,Dec,Returning_Visitor,2,8
7115,81.09%,True,17.72722287,June,Returning_Visitor,2,5
11691,81.07%,False,23.33239205,Nov,Returning_Visitor,10,1
5376,81.05%,True,19.82770888,Jul,Returning_Visitor,13,7
9901,81.03%,True,2.638074656,Nov,Returning_Visitor,10,1
2530,80.91%,False,18.370625,May,Returning_Visitor,4,1
11892,80.85%,True,13.64300463,Dec,Returning_Visitor,3,3
3305,80.82%,True,14.75710476,May,Returning_Visitor,3,1
11044,80.82%,True,4.289678861,Nov,Returning_Visitor,2,3
3606,80.81%,True,43.99,May,Returning_Visitor,2,3
8262,80.81%,True,2.038399449,Nov,Returning_Visitor,10,1
7171,80.81%,False,47.65907425,June,Returning_Visitor,4,2
9916,80.80%,True,10.3889438,Nov,Returning_Visitor,3,4
9736,80.79%,True,5.770973155,Nov,Returning_Visitor,13,1
12154,80.76%,False,18.67564853,Nov,Returning_Visitor,1,1
10196,80.75%,True,11.37726052,Nov,Returning_Visitor,2,2
4266,80.71%,False,13.11145455,May,Returning_Visitor,13,5
10203,80.70%,True,27.75787044,Nov,Returning_Visitor,1,3
798,80.70%,True,13.00183962,Mar,Returning_Visitor,2,2
3961,80.66%,False,10.07328,May,Returning_Visitor,3,8
8818,80.63%,True,6.49391045,Nov,Returning_Visitor,10,3
7198,80.62%,True,0.714623214,June,Returning_Visitor,2,1
11234,80.58%,False,18.08071442,Nov,New_Visitor,2,1
8032,80.57%,False,2.514977953,Nov,Returning_Visitor,3,1
3705,80.56%,False,37.60935484,May,Returning_Visitor,2,1
9822,80.54%,True,9.581162201,Nov,Returning_Visitor,3,1
685,80.51%,True,69.43043195,Mar,Returning_Visitor,3,3
4680,80.49%,True,27.81913043,May,Returning_Visitor,4,3
4335,80.48%,False,18.844,May,Returning_Visitor,4,3
260,80.47%,True,8.772473118,Mar,Returning_Visitor,2,3
194,80.46%,True,19.34265017,Mar,New_Visitor,2,4
2715,80.45%,True,14.96432,May,Returning_Visitor,20,4
4058,80.40%,False,26.34343478,May,Returning_Visitor,11,6
5976,80.39%,True,12.39204312,Sep,Returning_Visitor,2,6
11769,80.38%,True,0.951933747,Nov,Returning_Visitor,2,3
8520,80.31%,True,10.11599409,Nov,Returning_Visitor,3,1
5113,80.31%,True,39.15,May,Returning_Visitor,6,3
10675,80.30%,False,5.698711043,Nov,Returning_Visitor,2,3
3290,80.29%,True,9.380377049,May,Returning_Visitor,2,6
9126,80.28%,True,18.60589711,Nov,New_Visitor,20,9
11415,80.23%,True,48.60623685,Nov,Returning_Visitor,3,1
2376,80.23%,False,33.6501,May,Returning_Visitor,2,3
9902,80.22%,True,5.04016763,Nov,Returning_Visitor,11,3
7432,80.22%,True,27.93478267,Jul,Returning_Visitor,4,4
377,80.22%,True,16.14384,Mar,Returning_Visitor,2,4
6579,80.21%,True,18.08644865,Jul,Returning_Visitor,4,2
6791,80.17%,False,17.92983378,Oct,New_Visitor,3,7
3229,80.16%,True,15.51193548,May,Returning_Visitor,13,1
5918,80.14%,True,48.04390582,Oct,Returning_Visitor,2,3
11870,80.12%,False,3.303059969,Nov,Returning_Visitor,2,1
8236,80.07%,True,8.258088766,Nov,Returning_Visitor,3,2
9505,80.06%,True,38.7483363,Nov,Returning_Visitor,1,1
4093,80.05%,False,16.12416,May,Returning_Visitor,4,1
8544,80.04%,True,2.325663803,Nov,Returning_Visitor,3,3
2985,80.04%,True,12.18,May,Returning_Visitor,3,4
10486,80.01%,True,20.50963783,Nov,Returning_Visitor,1,7
8711,79.98%,True,3.920321611,Nov,Returning_Visitor,2,1
9861,79.95%,True,7.296889074,Nov,Returning_Visitor,2,2
11613,79.94%,False,4.280302196,Nov,Returning_Visitor,1,4
10332,79.92%,True,35.60912359,Nov,Returning_Visitor,11,3
9014,79.88%,True,7.935285933,Nov,Returning_Visitor,13,2
6737,79.86%,False,21.14016404,Sep,Returning_Visitor,1,7
1424,79.82%,False,9.543060317,Mar,Returning_Visitor,8,3
197,79.82%,True,96.25511582,Mar,New_Visitor,2,1
801,79.81%,True,23.86359286,Mar,Returning_Visitor,1,1
11337,79.79%,True,14.96948769,Nov,Returning_Visitor,3,3
1160,79.78%,True,10.8692605,Mar,Returning_Visitor,1,7
7526,79.76%,False,35.25541691,Nov,Returning_Visitor,5,3
9458,79.75%,True,64.81173101,Nov,Returning_Visitor,1,1
4122,79.75%,True,48.864,May,Returning_Visitor,4,3
9491,79.75%,True,1.943058508,Nov,Returning_Visitor,3,1
1917,79.74%,True,27.38224222,Mar,Returning_Visitor,2,5
11175,79.72%,True,19.66912605,Dec,Returning_Visitor,7,2
8289,79.69%,True,38.88816225,Nov,Returning_Visitor,2,3
9836,79.62%,False,8.27583441,Nov,Returning_Visitor,10,8
11906,79.62%,False,2.270358059,Nov,Returning_Visitor,2,5
1494,79.62%,True,3.810575284,Mar,Returning_Visitor,10,7
10099,79.61%,True,10.82357287,Nov,Returning_Visitor,2,7
8584,79.58%,False,54.121714,Nov,Returning_Visitor,2,3
2853,79.45%,True,22.58886486,May,Returning_Visitor,4,3
4341,79.45%,True,6.624947368,May,Returning_Visitor,13,2
7593,79.44%,True,45.19820194,June,Returning_Visitor,1,1
10034,79.43%,True,46.21605051,Nov,Returning_Visitor,3,3
7054,79.43%,True,4.818947334,Oct,Returning_Visitor,20,3
6163,79.43%,True,7.56292207,Nov,Returning_Visitor,2,2
9504,79.40%,True,8.045767732,Nov,Returning_Visitor,2,4
4160,79.39%,True,23.32166667,May,New_Visitor,2,4
9781,79.36%,True,12.32661404,Nov,Returning_Visitor,1,1
3473,79.32%,False,24.34016667,May,Returning_Visitor,6,1
3758,79.28%,True,102.3538378,May,Returning_Visitor,4,7
11589,79.27%,True,7.868980948,Nov,Returning_Visitor,2,6
10342,79.20%,True,55.46963196,Nov,Returning_Visitor,8,3
9817,79.14%,True,13.90010917,Nov,Returning_Visitor,3,3
6159,79.12%,True,27.69500776,Nov,New_Visitor,20,9
8742,79.10%,True,9.242286032,Nov,Returning_Visitor,2,4
3283,79.09%,True,63.39474419,May,New_Visitor,2,3
5339,79.08%,True,17.5455,May,Returning_Visitor,2,1
3971,79.05%,True,8.887111111,May,Returning_Visitor,3,1
11153,79.04%,True,14.02863873,Nov,Returning_Visitor,3,1
1383,79.00%,False,26.66133333,Mar,Returning_Visitor,8,1
4269,79.00%,False,16.53909091,May,New_Visitor,2,4
8288,78.96%,False,1.935491302,Nov,Returning_Visitor,8,3
1747,78.89%,True,10.91300022,Mar,Returning_Visitor,1,1
7470,78.87%,True,37.35725827,Nov,Returning_Visitor,2,5
8400,78.86%,True,30.21878011,Nov,Returning_Visitor,2,1
1334,78.86%,True,78.34560177,Mar,Returning_Visitor,8,1
9069,78.83%,True,22.95499447,Nov,Returning_Visitor,6,2
6826,78.81%,False,33.61787649,Sep,Returning_Visitor,1,2
4571,78.81%,False,58.105625,May,Returning_Visitor,4,3
9189,78.78%,False,32.4141704,Nov,Returning_Visitor,2,6
6327,78.77%,True,12.1958841,Oct,Returning_Visitor,2,3
9756,78.75%,False,34.98992634,Nov,Returning_Visitor,11,1
5894,78.74%,False,67.30929078,Nov,Returning_Visitor,2,5
11233,78.73%,True,32.22246226,Nov,Returning_Visitor,1,1
9784,78.70%,False,28.03795985,Nov,Returning_Visitor,6,1
9595,78.70%,False,18.08361086,Nov,Returning_Visitor,2,3
10581,78.66%,False,4.741626063,Nov,Returning_Visitor,2,4
5464,78.66%,False,26.13034871,Nov,Returning_Visitor,20,9
1634,78.66%,True,80.68062856,Mar,New_Visitor,2,4
10836,78.64%,True,31.63684138,Nov,Returning_Visitor,8,1
4694,78.64%,True,11.8290411,May,Returning_Visitor,4,1
2489,78.61%,True,15.08488235,May,Returning_Visitor,2,3
6494,78.60%,True,10.95661974,Sep,Returning_Visitor,1,3
2666,78.59%,True,19.4281,May,Returning_Visitor,2,1
2310,78.56%,True,23.60518919,May,Returning_Visitor,4,8
12189,78.56%,True,78.81172527,Dec,Returning_Visitor,2,1
5992,78.53%,False,25.85442016,Nov,Returning_Visitor,4,2
2923,78.47%,True,17.16745965,May,Returning_Visitor,6,1
6234,78.43%,True,40.659727,Sep,Returning_Visitor,13,4
7453,78.36%,True,10.57326688,Nov,Returning_Visitor,3,6
6410,78.32%,True,11.7031641,Sep,Returning_Visitor,13,9
6758,78.32%,False,25.11150884,Nov,Returning_Visitor,4,4
1960,78.31%,True,49.47040982,Mar,Returning_Visitor,2,3
1278,78.31%,True,29.24325,Mar,Returning_Visitor,1,3
2670,78.25%,True,19.59533333,May,Returning_Visitor,4,2
11427,78.22%,False,62.40576241,Nov,Returning_Visitor,2,2
10776,78.21%,True,25.12339065,Nov,Returning_Visitor,11,9
1687,78.20%,True,10.63449802,Mar,Returning_Visitor,1,1
3409,78.19%,True,12.455,May,Returning_Visitor,2,3
4551,78.16%,False,38.20357895,May,Returning_Visitor,2,1
5163,78.14%,True,31.75764706,May,Returning_Visitor,2,8
3709,78.11%,False,19.1127451,May,Returning_Visitor,4,6
9160,78.10%,False,4.770910365,Nov,Returning_Visitor,13,1
2115,78.10%,True,26.983125,May,New_Visitor,4,3
5351,78.04%,True,9.7455,May,Returning_Visitor,4,1
6138,78.03%,True,52.28594057,Oct,Returning_Visitor,2,1
4100,78.03%,True,56.62363636,May,Returning_Visitor,4,1
2345,78.02%,True,5.4945,May,Returning_Visitor,11,2
9210,78.00%,True,1.606825723,Nov,Returning_Visitor,2,1
7539,77.98%,True,5.887666731,Nov,Returning_Visitor,2,4
12161,77.97%,False,7.147603773,Nov,Returning_Visitor,2,2
397,77.97%,True,11.92009615,Mar,Returning_Visitor,2,7
5994,77.96%,True,9.869649371,Oct,Returning_Visitor,20,1
10264,77.92%,True,33.69233226,Nov,Returning_Visitor,2,1
6648,77.91%,False,14.92784091,Nov,Returning_Visitor,2,1
1474,77.89%,False,33.32796813,Mar,Returning_Visitor,1,3
4010,77.80%,True,50.82975,May,Returning_Visitor,2,1
6654,77.80%,True,24.57349606,Jul,Returning_Visitor,1,9
3590,77.76%,False,15.40042308,May,Returning_Visitor,4,7
9514,77.75%,True,0.780277403,Nov,Returning_Visitor,3,7
739,77.74%,True,3.609398514,Mar,Returning_Visitor,3,7
1584,77.70%,False,24.13073118,Mar,Returning_Visitor,2,4
7904,77.68%,False,18.04114817,Nov,Returning_Visitor,13,6
10851,77.64%,True,18.1270044,Nov,Returning_Visitor,1,1
10902,77.59%,True,15.1510483,Dec,Returning_Visitor,2,3
2890,77.54%,True,82.12367816,May,New_Visitor,4,7
6844,77.52%,False,16.61211742,Aug,Returning_Visitor,1,3
1358,77.50%,True,62.34813701,Mar,Returning_Visitor,2,1
537,77.49%,False,22.80152439,Mar,Returning_Visitor,2,1
5668,77.46%,True,19.9656361,Sep,Returning_Visitor,4,3
6695,77.38%,False,11.43180835,Sep,Returning_Visitor,2,1
6154,77.33%,True,39.42556512,Jul,Returning_Visitor,1,1
6393,77.28%,True,52.97841866,Jul,Returning_Visitor,4,9
7394,77.27%,False,19.64189593,Nov,Returning_Visitor,5,6
8736,77.24%,True,51.00308169,Dec,Returning_Visitor,10,4
5359,77.24%,True,32.70730435,May,Returning_Visitor,1,4
6385,77.23%,True,10.99901844,Sep,Returning_Visitor,1,1
9665,77.23%,True,19.03391341,Nov,Returning_Visitor,2,7
8245,77.21%,True,0.680988542,Nov,Returning_Visitor,2,4
10097,77.21%,True,11.65798375,Nov,Returning_Visitor,1,1
9012,77.19%,True,127.3080148,Dec,Returning_Visitor,2,1
4184,77.19%,True,23.61948148,May,Returning_Visitor,4,3
2689,77.18%,True,12.55885714,May,Returning_Visitor,4,1
9305,77.16%,True,4.511078764,Nov,Returning_Visitor,2,3
10129,77.13%,False,1.842913617,Nov,Returning_Visitor,2,4
6245,77.09%,True,20.71678117,Aug,Returning_Visitor,3,3
3077,77.01%,True,26.22981818,May,Returning_Visitor,4,1
8399,76.99%,True,6.709440135,Nov,Returning_Visitor,2,3
1699,76.99%,True,5.417644444,Mar,Returning_Visitor,2,1
4420,76.94%,True,43.81043478,May,Returning_Visitor,1,2
9992,76.89%,False,8.788976395,Nov,Returning_Visitor,2,4
11733,76.89%,True,4.470297685,Nov,Returning_Visitor,1,7
1312,76.87%,True,16.88069613,Mar,Returning_Visitor,2,1
7223,76.85%,True,40.77935433,Nov,Returning_Visitor,2,4
10145,76.84%,False,0.245152903,Nov,Returning_Visitor,2,4
12061,76.83%,False,33.31220592,Nov,Returning_Visitor,2,1
11426,76.79%,True,3.726530231,Nov,Returning_Visitor,2,1
5186,76.76%,False,19.3154,May,Returning_Visitor,2,1
3150,76.73%,True,12.8915,May,New_Visitor,3,1
5623,76.72%,True,19.13285864,Nov,Returning_Visitor,2,4
9787,76.71%,True,71.38981221,Dec,Returning_Visitor,3,4
11472,76.67%,True,39.59436227,Dec,Returning_Visitor,1,4
4327,76.67%,False,28.52788235,May,Returning_Visitor,4,3
7542,76.62%,False,42.9845308,Oct,Returning_Visitor,2,3
10301,76.59%,True,5.907475939,Nov,Returning_Visitor,2,4
6302,76.57%,False,55.82099528,Sep,New_Visitor,2,1
7672,76.56%,False,42.29306752,Jul,New_Visitor,3,3
5745,76.56%,False,12.50786523,Nov,Returning_Visitor,2,6
6278,76.55%,True,6.711290592,Nov,Returning_Visitor,2,7
3489,76.54%,True,23.87629104,May,Returning_Visitor,13,9
2210,76.51%,False,32.68969091,May,Returning_Visitor,4,3
845,76.50%,False,8.497935484,Mar,Returning_Visitor,2,4
2938,76.45%,True,11.01942857,May,Returning_Visitor,2,3
2027,76.40%,True,19.996,Mar,Returning_Visitor,1,3
5213,76.38%,True,53.66290909,May,Returning_Visitor,3,6
8460,76.33%,True,7.201209277,Nov,Returning_Visitor,2,4
7093,76.26%,True,88.06848401,Nov,New_Visitor,2,7
2941,76.26%,True,16.1892,May,Returning_Visitor,1,7
9960,76.26%,False,3.941736143,Nov,Returning_Visitor,2,4
8781,76.16%,False,3.277744575,Nov,Returning_Visitor,2,6
10363,76.14%,True,14.99601118,Nov,Returning_Visitor,1,4
7345,76.12%,False,13.38353821,Jul,Returning_Visitor,6,1
10830,76.11%,True,13.55041394,Nov,Returning_Visitor,2,4
9859,76.09%,False,14.69960115,Nov,Returning_Visitor,2,7
6185,76.07%,True,2.480024644,Nov,Returning_Visitor,1,1
11080,76.06%,True,21.2112655,Dec,Returning_Visitor,2,9
5675,76.03%,False,19.57059225,Oct,Returning_Visitor,2,1
7623,76.03%,False,14.53547145,Jul,Returning_Visitor,5,3
5728,76.02%,False,17.35448787,Nov,Returning_Visitor,3,1
6021,75.97%,False,19.23268976,Nov,Returning_Visitor,4,6
10066,75.97%,True,5.793026792,Nov,Returning_Visitor,2,3
1545,75.96%,True,4.745736842,Mar,Returning_Visitor,10,1
8292,75.93%,False,68.20038032,Dec,Returning_Visitor,10,1
2290,75.90%,True,22.62989583,May,Returning_Visitor,11,2
8294,75.86%,False,5.237224754,Nov,Returning_Visitor,13,1
1814,75.85%,True,31.54642738,Mar,Returning_Visitor,2,1
11738,75.79%,False,20.32548134,Nov,Returning_Visitor,11,2
7095,75.69%,True,31.74373458,Nov,Returning_Visitor,2,1
4424,75.65%,True,69.2786087,May,Returning_Visitor,4,1
7282,75.64%,True,8.391281758,Oct,Returning_Visitor,2,3
9059,75.62%,False,38.60204838,Nov,Returning_Visitor,2,1
7520,75.61%,True,19.61979883,Sep,Returning_Visitor,3,4
11027,75.58%,True,9.650250036,Nov,Returning_Visitor,11,3
11473,75.57%,False,18.13388282,Nov,Returning_Visitor,11,1
